V3	V4	V6	name	time
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR122/ERR12259080/MQ220906-115_S115_L001_R1_001.fastq.gz	MQ220906-115_S115_L001_R1_001.fastq.gz	MQ220906115	MQ220906115	T2
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR122/ERR12259080/MQ220906-115_S115_L001_R2_001.fastq.gz	MQ220906-115_S115_L001_R2_001.fastq.gz	MQ220906115	MQ220906115	T2
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR122/ERR12259081/MQ220906-116_S116_L001_R1_001.fastq.gz	MQ220906-116_S116_L001_R1_001.fastq.gz	MQ220906116	MQ220906116	T2
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR122/ERR12259081/MQ220906-116_S116_L001_R2_001.fastq.gz	MQ220906-116_S116_L001_R2_001.fastq.gz	MQ220906116	MQ220906116	T2
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR122/ERR12259084/MQ220906-119_S119_L001_R1_001.fastq.gz	MQ220906-119_S119_L001_R1_001.fastq.gz	MQ220906119	MQ220906119	T2
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR122/ERR12259084/MQ220906-119_S119_L001_R2_001.fastq.gz	MQ220906-119_S119_L001_R2_001.fastq.gz	MQ220906119	MQ220906119	T2
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR122/ERR12259086/MQ220906-121_S121_L001_R1_001.fastq.gz	MQ220906-121_S121_L001_R1_001.fastq.gz	MQ220906121	MQ220906121	T2
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR122/ERR12259086/MQ220906-121_S121_L001_R2_001.fastq.gz	MQ220906-121_S121_L001_R2_001.fastq.gz	MQ220906121	MQ220906121	T2
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR122/ERR12259087/MQ220906-122_S122_L001_R1_001.fastq.gz	MQ220906-122_S122_L001_R1_001.fastq.gz	MQ220906122	MQ220906122	T2
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR122/ERR12259087/MQ220906-122_S122_L001_R2_001.fastq.gz	MQ220906-122_S122_L001_R2_001.fastq.gz	MQ220906122	MQ220906122	T2
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR122/ERR12259090/MQ220906-125_S125_L001_R1_001.fastq.gz	MQ220906-125_S125_L001_R1_001.fastq.gz	MQ220906125	MQ220906125	T2
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR122/ERR12259090/MQ220906-125_S125_L001_R2_001.fastq.gz	MQ220906-125_S125_L001_R2_001.fastq.gz	MQ220906125	MQ220906125	T2
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR122/ERR12259091/MQ220906-126_S126_L001_R1_001.fastq.gz	MQ220906-126_S126_L001_R1_001.fastq.gz	MQ220906126	MQ220906126	T2
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR122/ERR12259091/MQ220906-126_S126_L001_R2_001.fastq.gz	MQ220906-126_S126_L001_R2_001.fastq.gz	MQ220906126	MQ220906126	T2
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR122/ERR12259097/MQ220906-133_S133_L001_R1_001.fastq.gz	MQ220906-133_S133_L001_R1_001.fastq.gz	MQ220906133	MQ220906133	T2
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR122/ERR12259097/MQ220906-133_S133_L001_R2_001.fastq.gz	MQ220906-133_S133_L001_R2_001.fastq.gz	MQ220906133	MQ220906133	T2
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR122/ERR12259098/MQ220906-134_S134_L001_R1_001.fastq.gz	MQ220906-134_S134_L001_R1_001.fastq.gz	MQ220906134	MQ220906134	T2
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR122/ERR12259098/MQ220906-134_S134_L001_R2_001.fastq.gz	MQ220906-134_S134_L001_R2_001.fastq.gz	MQ220906134	MQ220906134	T2
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR122/ERR12259102/MQ220906-138_S138_L001_R1_001.fastq.gz	MQ220906-138_S138_L001_R1_001.fastq.gz	MQ220906138	MQ220906138	T2
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR122/ERR12259102/MQ220906-138_S138_L001_R2_001.fastq.gz	MQ220906-138_S138_L001_R2_001.fastq.gz	MQ220906138	MQ220906138	T2
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR122/ERR12259104/MQ220906-140_S140_L001_R1_001.fastq.gz	MQ220906-140_S140_L001_R1_001.fastq.gz	MQ220906140	MQ220906140	T2
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR122/ERR12259104/MQ220906-140_S140_L001_R2_001.fastq.gz	MQ220906-140_S140_L001_R2_001.fastq.gz	MQ220906140	MQ220906140	T2
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR122/ERR12259106/MQ220906-142_S142_L001_R1_001.fastq.gz	MQ220906-142_S142_L001_R1_001.fastq.gz	MQ220906142	MQ220906142	T2
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR122/ERR12259106/MQ220906-142_S142_L001_R2_001.fastq.gz	MQ220906-142_S142_L001_R2_001.fastq.gz	MQ220906142	MQ220906142	T2
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR122/ERR12259108/MQ220906-144_S144_L001_R1_001.fastq.gz	MQ220906-144_S144_L001_R1_001.fastq.gz	MQ220906144	MQ220906144	T2
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR122/ERR12259108/MQ220906-144_S144_L001_R2_001.fastq.gz	MQ220906-144_S144_L001_R2_001.fastq.gz	MQ220906144	MQ220906144	T2
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR122/ERR12259109/MQ220906-145_S145_L001_R1_001.fastq.gz	MQ220906-145_S145_L001_R1_001.fastq.gz	MQ220906145	MQ220906145	T2
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR122/ERR12259109/MQ220906-145_S145_L001_R2_001.fastq.gz	MQ220906-145_S145_L001_R2_001.fastq.gz	MQ220906145	MQ220906145	T2
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR122/ERR12259111/MQ220906-147_S147_L001_R1_001.fastq.gz	MQ220906-147_S147_L001_R1_001.fastq.gz	MQ220906147	MQ220906147	T3
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR122/ERR12259111/MQ220906-147_S147_L001_R2_001.fastq.gz	MQ220906-147_S147_L001_R2_001.fastq.gz	MQ220906147	MQ220906147	T3
NA	NA	NA	8100FL240302	T3
NA	NA	NA	8100FL240305	T3
NA	NA	NA	8100FL240308	T3
NA	NA	NA	8100FL240310	T3
NA	NA	NA	8100FL240311	T3
NA	NA	NA	8100FL240312	T3
NA	NA	NA	8100FL240402	T3
NA	NA	NA	8100FL240315	T3
NA	NA	NA	8100FL240318	T3
NA	NA	NA	8100FL240403	T3
NA	NA	NA	8100FL240322	T3
NA	NA	NA	8100FL240323	T3
NA	NA	NA	8100FL240325	T3
NA	NA	NA	8100FL240326	T3
NA	NA	NA	8100FL240328	T3
NA	NA	NA	8100FL240406	T3
NA	NA	NA	8100FL240331	T3
NA	NA	NA	8100FL240332	T3
NA	NA	NA	8100FL240333	T3
NA	NA	NA	8100FL240334	T3
NA	NA	NA	8100FL240335	T3
NA	NA	NA	8100FL240337	T3
NA	NA	NA	8100FL240407	T3
NA	NA	NA	8100FL240408	T3
NA	NA	NA	8100FL240340	T3
NA	NA	NA	8100FL240343	T3
NA	NA	NA	8100FL240410	T3
NA	NA	NA	8100FL240345	T3
NA	NA	NA	8100FL240347	T3
NA	NA	NA	8100FL240348	T3
NA	NA	NA	8100FL240350	T3
NA	NA	NA	8100FL240351	T3
NA	NA	NA	8100FL240357	T3
NA	NA	NA	8100FL240358	T3
NA	NA	NA	8100FL240362	T3
NA	NA	NA	8100FL240364	T3
NA	NA	NA	8100FL240365	T3
NA	NA	NA	8100FL240415	T3
NA	NA	NA	8100FL240366	T3
NA	NA	NA	8100FL240416	T1
